[TIMING] Step 0: total=89631.83 ms, inference=0.34 ms
[TIMING] Step 3156: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3157: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3158: total=0.68 ms, inference=0.12 ms
[TIMING] Step 3159: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3160: total=0.75 ms, inference=0.14 ms
[TIMING] Step 3161: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3162: total=0.79 ms, inference=0.14 ms
[TIMING] Step 3163: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3164: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3165: total=0.65 ms, inference=0.12 ms
[TIMING] Step 3166: total=0.80 ms, inference=0.14 ms
[TIMING] Step 3167: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3168: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3169: total=0.68 ms, inference=0.12 ms
[TIMING] Step 3170: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3171: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3172: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3173: total=0.69 ms, inference=0.12 ms
[TIMING] Step 3174: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3175: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3176: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3177: total=0.67 ms, inference=0.12 ms
[TIMING] Step 3178: total=0.75 ms, inference=0.12 ms
[TIMING] Step 3179: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3180: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3181: total=0.74 ms, inference=0.13 ms
[TIMING] Step 3182: total=0.74 ms, inference=0.12 ms
[TIMING] Step 3183: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3184: total=0.70 ms, inference=0.13 ms
[TIMING] Step 3185: total=0.69 ms, inference=0.13 ms
[TIMING] Step 3186: total=0.76 ms, inference=0.12 ms
[TIMING] Step 3187: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3188: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3189: total=0.61 ms, inference=0.12 ms
[TIMING] Step 3190: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3191: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3192: total=0.81 ms, inference=0.13 ms
[TIMING] Step 3193: total=0.69 ms, inference=0.12 ms
[TIMING] Step 3194: total=0.64 ms, inference=0.12 ms
[TIMING] Step 3195: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3196: total=0.68 ms, inference=0.12 ms
[TIMING] Step 3197: total=0.67 ms, inference=0.12 ms
[TIMING] Step 3198: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3199: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3200: total=0.67 ms, inference=0.13 ms
[TIMING] Step 3201: total=0.70 ms, inference=0.13 ms
[TIMING] Step 3202: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3203: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3204: total=0.75 ms, inference=0.12 ms
[TIMING] Step 3205: total=0.55 ms, inference=0.11 ms
[TIMING] Step 3206: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3207: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3208: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3209: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3210: total=0.79 ms, inference=0.13 ms
[TIMING] Step 3211: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3212: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3213: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3214: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3215: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3216: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3217: total=0.67 ms, inference=0.12 ms
[TIMING] Step 3218: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3219: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3220: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3221: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3222: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3223: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3224: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3225: total=0.74 ms, inference=0.12 ms
[TIMING] Step 3226: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3227: total=0.67 ms, inference=0.12 ms
[TIMING] Step 3228: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3229: total=0.78 ms, inference=0.12 ms
[TIMING] Step 3230: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3231: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3232: total=0.71 ms, inference=0.13 ms
[TIMING] Step 3233: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3234: total=0.76 ms, inference=0.12 ms
[TIMING] Step 3235: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3236: total=0.69 ms, inference=0.12 ms
[TIMING] Step 3237: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3238: total=1.06 ms, inference=0.14 ms
[TIMING] Step 3239: total=0.64 ms, inference=0.13 ms
[TIMING] Step 3240: total=0.64 ms, inference=0.13 ms
[TIMING] Step 3241: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3242: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3243: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3244: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3245: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3246: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3247: total=0.55 ms, inference=0.07 ms
[TIMING] Step 3248: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3249: total=1.04 ms, inference=0.12 ms
[TIMING] Step 3250: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3251: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3252: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3253: total=0.68 ms, inference=0.11 ms
[TIMING] Step 3254: total=0.75 ms, inference=0.13 ms
[TIMING] Step 3255: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3256: total=0.68 ms, inference=0.11 ms
[TIMING] Step 3257: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3258: total=0.73 ms, inference=0.11 ms
[TIMING] Step 3259: total=0.64 ms, inference=0.12 ms
[TIMING] Step 3260: total=0.68 ms, inference=0.11 ms
[TIMING] Step 3261: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3262: total=0.76 ms, inference=0.12 ms
[TIMING] Step 3263: total=0.51 ms, inference=0.11 ms
[TIMING] Step 3264: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3265: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3266: total=0.75 ms, inference=0.13 ms
[TIMING] Step 3267: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3268: total=0.51 ms, inference=0.11 ms
[TIMING] Step 3269: total=0.65 ms, inference=0.12 ms
[TIMING] Step 3270: total=0.75 ms, inference=0.12 ms
[TIMING] Step 3271: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3272: total=0.71 ms, inference=0.11 ms
[TIMING] Step 3273: total=0.65 ms, inference=0.11 ms
[TIMING] Step 3274: total=2.76 ms, inference=0.20 ms
[TIMING] Step 3275: total=0.65 ms, inference=0.13 ms
[TIMING] Step 3276: total=0.69 ms, inference=0.13 ms
[TIMING] Step 3277: total=0.60 ms, inference=0.11 ms
[TIMING] Step 3278: total=0.56 ms, inference=0.16 ms
[TIMING] Step 3279: total=0.59 ms, inference=0.11 ms
[TIMING] Step 3280: total=0.60 ms, inference=0.10 ms
[TIMING] Step 3281: total=0.61 ms, inference=0.12 ms
[TIMING] Step 3282: total=0.49 ms, inference=0.11 ms
[TIMING] Step 3283: total=0.55 ms, inference=0.11 ms
[TIMING] Step 3284: total=0.50 ms, inference=0.10 ms
[TIMING] Step 3285: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3286: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3287: total=0.69 ms, inference=0.13 ms
[TIMING] Step 3288: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3289: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3290: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3291: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3292: total=1.35 ms, inference=0.13 ms
[TIMING] Step 3293: total=0.59 ms, inference=0.12 ms
[TIMING] Step 3294: total=0.60 ms, inference=0.12 ms
[TIMING] Step 3295: total=0.50 ms, inference=0.10 ms
[TIMING] Step 3296: total=0.55 ms, inference=0.11 ms
[TIMING] Step 3297: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3298: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3299: total=0.67 ms, inference=0.11 ms
[TIMING] Step 3300: total=0.68 ms, inference=0.11 ms
[TIMING] Step 3301: total=0.74 ms, inference=0.12 ms
[TIMING] Step 3302: total=0.56 ms, inference=0.10 ms
[TIMING] Step 3303: total=0.73 ms, inference=0.11 ms
[TIMING] Step 3304: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3305: total=0.66 ms, inference=0.11 ms
[TIMING] Step 3306: total=0.62 ms, inference=0.11 ms
[TIMING] Step 3307: total=0.61 ms, inference=0.07 ms
[TIMING] Step 3308: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3309: total=1.48 ms, inference=0.06 ms
[TIMING] Step 3310: total=0.32 ms, inference=0.06 ms
[TIMING] Step 3311: total=0.73 ms, inference=0.06 ms
[TIMING] Step 3312: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3313: total=0.92 ms, inference=0.08 ms
[TIMING] Step 3314: total=0.74 ms, inference=0.07 ms
[TIMING] Step 3315: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3316: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3317: total=0.89 ms, inference=0.06 ms
[TIMING] Step 3318: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3319: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3320: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3321: total=0.89 ms, inference=0.06 ms
[TIMING] Step 3322: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3323: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3324: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3325: total=0.89 ms, inference=0.06 ms
[TIMING] Step 3326: total=1.49 ms, inference=0.06 ms
[TIMING] Step 3327: total=0.32 ms, inference=0.06 ms
[TIMING] Step 3328: total=0.69 ms, inference=0.06 ms
[TIMING] Step 3329: total=0.88 ms, inference=0.06 ms
[TIMING] Step 3330: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3331: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3332: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3333: total=0.89 ms, inference=0.06 ms
[TIMING] Step 3334: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3335: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3336: total=0.88 ms, inference=0.06 ms
[TIMING] Step 3337: total=0.90 ms, inference=0.07 ms
[TIMING] Step 3338: total=0.76 ms, inference=0.07 ms
[TIMING] Step 3339: total=0.75 ms, inference=0.06 ms
[TIMING] Step 3340: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3341: total=1.11 ms, inference=0.06 ms
[TIMING] Step 3342: total=0.57 ms, inference=0.06 ms
[TIMING] Step 3343: total=1.47 ms, inference=0.06 ms
[TIMING] Step 3344: total=0.31 ms, inference=0.06 ms
[TIMING] Step 3345: total=0.75 ms, inference=0.06 ms
[TIMING] Step 3346: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3347: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3348: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3349: total=0.90 ms, inference=0.06 ms
[TIMING] Step 3350: total=0.79 ms, inference=0.06 ms
[TIMING] Step 3351: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3352: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3353: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3354: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3355: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3356: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3357: total=0.90 ms, inference=0.06 ms
[TIMING] Step 3358: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3359: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3360: total=1.45 ms, inference=0.06 ms
[TIMING] Step 3361: total=0.33 ms, inference=0.06 ms
[TIMING] Step 3362: total=0.77 ms, inference=0.06 ms
[TIMING] Step 3363: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3364: total=0.83 ms, inference=0.06 ms
[TIMING] Step 3365: total=0.88 ms, inference=0.06 ms
[TIMING] Step 3366: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3367: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3368: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3369: total=0.96 ms, inference=0.07 ms
[TIMING] Step 3370: total=0.70 ms, inference=0.06 ms
[TIMING] Step 3371: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3372: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3373: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3374: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3375: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3376: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3377: total=1.46 ms, inference=0.06 ms
[TIMING] Step 3378: total=0.31 ms, inference=0.06 ms
[TIMING] Step 3379: total=0.78 ms, inference=0.06 ms
[TIMING] Step 3380: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3381: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3382: total=0.83 ms, inference=0.06 ms
[TIMING] Step 3383: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3384: total=0.98 ms, inference=0.08 ms
[TIMING] Step 3385: total=0.72 ms, inference=0.08 ms
[TIMING] Step 3386: total=0.68 ms, inference=0.07 ms
[TIMING] Step 3387: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3388: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3389: total=0.88 ms, inference=0.06 ms
[TIMING] Step 3390: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3391: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3392: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3393: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3394: total=1.43 ms, inference=0.06 ms
[TIMING] Step 3395: total=0.31 ms, inference=0.06 ms
[TIMING] Step 3396: total=0.78 ms, inference=0.06 ms
[TIMING] Step 3397: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3398: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3399: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3400: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3401: total=0.89 ms, inference=0.06 ms
[TIMING] Step 3402: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3403: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3404: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3405: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3406: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3407: total=0.82 ms, inference=0.06 ms
[TIMING] Step 3408: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3409: total=1.01 ms, inference=0.08 ms
[TIMING] Step 3410: total=0.72 ms, inference=0.09 ms
[TIMING] Step 3411: total=1.90 ms, inference=0.07 ms
[TIMING] Step 3412: total=0.65 ms, inference=0.07 ms
[TIMING] Step 3413: total=0.79 ms, inference=0.06 ms
[TIMING] Step 3414: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3415: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3416: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3417: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3418: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3419: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3420: total=0.90 ms, inference=0.06 ms
[TIMING] Step 3421: total=0.78 ms, inference=0.06 ms
[TIMING] Step 3422: total=0.80 ms, inference=0.06 ms
[TIMING] Step 3423: total=0.86 ms, inference=0.06 ms
[TIMING] Step 3424: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3425: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3426: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3427: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3428: total=1.06 ms, inference=0.06 ms
[TIMING] Step 3429: total=0.64 ms, inference=0.06 ms
[TIMING] Step 3430: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3431: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3432: total=0.87 ms, inference=0.06 ms
[TIMING] Step 3433: total=0.83 ms, inference=0.06 ms
[TIMING] Step 3434: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3435: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3436: total=0.87 ms, inference=0.07 ms
[TIMING] Step 3437: total=0.79 ms, inference=0.06 ms
[TIMING] Step 3438: total=0.93 ms, inference=0.07 ms
[TIMING] Step 3439: total=0.96 ms, inference=0.12 ms
[TIMING] Step 3440: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3441: total=0.50 ms, inference=0.09 ms
[TIMING] Step 3442: total=0.74 ms, inference=0.06 ms
[TIMING] Step 3443: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3444: total=1.46 ms, inference=0.12 ms
[TIMING] Step 3445: total=0.94 ms, inference=0.13 ms
[TIMING] Step 3446: total=0.52 ms, inference=0.12 ms
[TIMING] Step 3447: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3448: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3449: total=0.49 ms, inference=0.11 ms
[TIMING] Step 3450: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3451: total=0.72 ms, inference=0.11 ms
[TIMING] Step 3452: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3453: total=0.63 ms, inference=0.12 ms
[TIMING] Step 3454: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3455: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3456: total=0.82 ms, inference=0.15 ms
[TIMING] Step 3457: total=0.58 ms, inference=0.13 ms
[TIMING] Step 3458: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3459: total=0.68 ms, inference=0.12 ms
[TIMING] Step 3460: total=0.81 ms, inference=0.14 ms
[TIMING] Step 3461: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3462: total=1.41 ms, inference=0.14 ms
[TIMING] Step 3463: total=0.70 ms, inference=0.23 ms
[TIMING] Step 3464: total=0.62 ms, inference=0.18 ms
[TIMING] Step 3465: total=0.62 ms, inference=0.18 ms
[TIMING] Step 3466: total=0.59 ms, inference=0.11 ms
[TIMING] Step 3467: total=0.64 ms, inference=0.12 ms
[TIMING] Step 3468: total=0.62 ms, inference=0.13 ms
[TIMING] Step 3469: total=0.60 ms, inference=0.11 ms
[TIMING] Step 3470: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3471: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3472: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3473: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3474: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3475: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3476: total=0.73 ms, inference=0.13 ms
[TIMING] Step 3477: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3478: total=0.67 ms, inference=0.12 ms
[TIMING] Step 3479: total=1.84 ms, inference=0.15 ms
[TIMING] Step 3480: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3481: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3482: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3483: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3484: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3485: total=0.56 ms, inference=0.13 ms
[TIMING] Step 3486: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3487: total=0.75 ms, inference=0.12 ms
[TIMING] Step 3488: total=0.65 ms, inference=0.15 ms
[TIMING] Step 3489: total=0.62 ms, inference=0.14 ms
[TIMING] Step 3490: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3491: total=0.58 ms, inference=0.12 ms
[TIMING] Step 3492: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3493: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3494: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3495: total=1.84 ms, inference=0.15 ms
[TIMING] Step 3496: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3497: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3498: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3499: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3500: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3501: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3502: total=0.76 ms, inference=0.13 ms
[TIMING] Step 3503: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3504: total=0.64 ms, inference=0.12 ms
[TIMING] Step 3505: total=0.74 ms, inference=0.13 ms
[TIMING] Step 3506: total=0.68 ms, inference=0.12 ms
[TIMING] Step 3507: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3508: total=0.72 ms, inference=0.13 ms
[TIMING] Step 3509: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3510: total=0.72 ms, inference=0.13 ms
[TIMING] Step 3511: total=1.35 ms, inference=0.14 ms
[TIMING] Step 3512: total=0.63 ms, inference=0.12 ms
[TIMING] Step 3513: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3514: total=0.63 ms, inference=0.13 ms
[TIMING] Step 3515: total=0.61 ms, inference=0.12 ms
[TIMING] Step 3516: total=0.59 ms, inference=0.11 ms
[TIMING] Step 3517: total=0.63 ms, inference=0.12 ms
[TIMING] Step 3518: total=0.62 ms, inference=0.12 ms
[TIMING] Step 3519: total=0.55 ms, inference=0.11 ms
[TIMING] Step 3520: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3521: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3522: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3523: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3524: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3525: total=0.73 ms, inference=0.12 ms
[TIMING] Step 3526: total=0.62 ms, inference=0.14 ms
[TIMING] Step 3527: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3528: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3529: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3530: total=0.73 ms, inference=0.13 ms
[TIMING] Step 3531: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3532: total=0.73 ms, inference=0.13 ms
[TIMING] Step 3533: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3534: total=0.70 ms, inference=0.12 ms
[TIMING] Step 3535: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3536: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3537: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3538: total=0.75 ms, inference=0.13 ms
[TIMING] Step 3539: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3540: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3541: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3542: total=0.81 ms, inference=0.13 ms
[TIMING] Step 3543: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3544: total=0.60 ms, inference=0.12 ms
[TIMING] Step 3545: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3546: total=0.97 ms, inference=0.14 ms
[TIMING] Step 3547: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3548: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3549: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3550: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3551: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3552: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3553: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3554: total=0.69 ms, inference=0.13 ms
[TIMING] Step 3555: total=0.62 ms, inference=0.12 ms
[TIMING] Step 3556: total=0.69 ms, inference=0.12 ms
[TIMING] Step 3557: total=0.68 ms, inference=0.13 ms
[TIMING] Step 3558: total=0.73 ms, inference=0.13 ms
[TIMING] Step 3559: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3560: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3561: total=0.71 ms, inference=0.12 ms
[TIMING] Step 3562: total=0.76 ms, inference=0.13 ms
[TIMING] Step 3563: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3564: total=0.59 ms, inference=0.11 ms
[TIMING] Step 3565: total=0.74 ms, inference=0.13 ms
[TIMING] Step 3566: total=0.76 ms, inference=0.13 ms
[TIMING] Step 3567: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3568: total=0.59 ms, inference=0.12 ms
[TIMING] Step 3569: total=0.74 ms, inference=0.12 ms
[TIMING] Step 3570: total=0.74 ms, inference=0.13 ms
[TIMING] Step 3571: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3572: total=0.65 ms, inference=0.12 ms
[TIMING] Step 3573: total=0.66 ms, inference=0.12 ms
[TIMING] Step 3574: total=0.77 ms, inference=0.13 ms
[TIMING] Step 3575: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3576: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3577: total=0.58 ms, inference=0.09 ms
[TIMING] Step 3578: total=0.92 ms, inference=0.13 ms
[TIMING] Step 3579: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3580: total=0.75 ms, inference=0.14 ms
[TIMING] Step 3581: total=0.66 ms, inference=0.14 ms
[TIMING] Step 3582: total=0.65 ms, inference=0.14 ms
[TIMING] Step 3583: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3584: total=0.65 ms, inference=0.13 ms
[TIMING] Step 3585: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3586: total=0.62 ms, inference=0.13 ms
[TIMING] Step 3587: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3588: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3589: total=0.60 ms, inference=0.12 ms
[TIMING] Step 3590: total=0.61 ms, inference=0.14 ms
[TIMING] Step 3591: total=0.47 ms, inference=0.10 ms
[TIMING] Step 3592: total=0.55 ms, inference=0.08 ms
[TIMING] Step 3593: total=0.82 ms, inference=0.13 ms
[TIMING] Step 3594: total=0.62 ms, inference=0.12 ms
[TIMING] Step 3595: total=0.63 ms, inference=0.10 ms
[TIMING] Step 3596: total=0.71 ms, inference=0.10 ms
[TIMING] Step 3597: total=0.83 ms, inference=0.14 ms
[TIMING] Step 3598: total=0.58 ms, inference=0.13 ms
[TIMING] Step 3599: total=0.42 ms, inference=0.09 ms
[TIMING] Step 3600: total=0.75 ms, inference=0.08 ms
[TIMING] Step 3601: total=0.88 ms, inference=0.09 ms
[TIMING] Step 3602: total=0.75 ms, inference=0.09 ms
[TIMING] Step 3603: total=0.71 ms, inference=0.07 ms
[TIMING] Step 3604: total=0.83 ms, inference=0.07 ms
[TIMING] Step 3605: total=0.77 ms, inference=0.06 ms
